zone_phase,zone_index,alive_players,teammates_alive,height_status,position_type,storm_edge_dist,mats_total,surge_above,outcome_placement,outcome_alive_time,best_call
mid,8,4,4,mid,edge,42,109,0,63,487,look_for_refresh
early,3,5,4,mid,corner,446,72,0,63,348,play_frontside
mid,8,4,3,mid,center,44,256,0,17,545,stabilize_box
early,4,4,2,high,edge,192,39,1,38,366,take_height
mid,9,4,3,low,corner,111,51,0,36,152,drop_low
mid,7,4,2,low,corner,341,56,0,32,582,drop_low
late,11,2,1,high,corner,88,70,1,54,246,take_height
mid,10,2,1,low,center,26,236,0,59,96,look_for_refresh
mid,10,1,1,high,center,292,278,1,25,339,drop_low
early,1,4,4,high,edge,379,37,1,77,454,take_height
early,1,2,1,mid,edge,30,98,0,14,84,look_for_refresh
mid,8,4,3,high,center,414,263,0,44,473,take_height
mid,6,4,2,low,corner,26,170,0,25,125,look_for_refresh
mid,8,2,2,low,edge,420,41,0,35,340,drop_low
mid,8,3,3,mid,corner,85,84,0,93,166,look_for_refresh
mid,10,4,3,mid,corner,441,276,0,79,509,stabilize_box
late,12,1,0,high,corner,53,222,0,79,447,stick_deadside
late,11,1,1,low,center,429,241,0,47,413,drop_low
early,1,3,2,mid,corner,37,246,1,47,286,play_frontside
mid,8,4,3,mid,corner,34,81,0,17,413,look_for_refresh
early,2,3,2,mid,corner,210,102,1,89,86,play_frontside
early,2,5,4,low,corner,312,118,1,23,139,play_frontside
late,14,2,1,mid,center,110,143,1,96,433,drop_low
early,3,5,5,high,edge,288,50,1,95,105,take_height
mid,7,3,3,low,edge,84,71,0,87,78,look_for_refresh
mid,6,2,0,high,corner,315,135,1,17,378,drop_low
mid,8,1,0,mid,corner,74,151,0,29,188,stick_deadside
mid,6,1,0,high,edge,264,27,1,2,391,drop_low
early,1,3,2,mid,corner,281,280,1,11,586,play_frontside
mid,7,1,0,low,edge,133,105,0,16,261,drop_low
mid,6,1,0,mid,corner,59,135,0,51,292,stick_deadside
early,2,2,0,high,edge,22,139,0,81,143,drop_low
mid,8,2,1,mid,corner,477,186,0,21,38,drop_low
early,4,4,2,high,center,345,390,1,21,36,take_height
early,2,2,2,mid,edge,255,136,0,6,115,drop_low
mid,7,4,3,low,center,217,222,0,46,514,drop_low
early,1,4,2,mid,corner,44,81,0,23,15,play_frontside
mid,8,3,3,high,center,123,335,0,58,596,take_height
mid,8,3,2,low,edge,41,173,0,57,311,look_for_refresh
late,15,3,3,high,corner,262,146,1,61,226,take_height
early,1,4,3,high,corner,352,124,1,96,188,take_height
early,3,4,2,mid,center,257,319,1,39,25,play_frontside
early,3,3,2,low,corner,418,57,1,45,489,play_frontside
mid,8,2,1,mid,center,436,181,1,29,240,drop_low
mid,6,2,0,low,corner,165,134,0,31,393,drop_low
early,4,3,1,high,center,374,369,1,89,177,take_height
late,12,2,0,mid,corner,331,170,0,2,374,drop_low
early,2,5,4,mid,center,460,230,0,86,261,play_frontside
mid,9,4,4,high,corner,360,242,0,37,236,take_height
mid,6,4,2,mid,corner,362,198,0,44,462,drop_low
late,12,3,3,mid,corner,426,56,1,79,510,drop_low
mid,7,4,2,mid,edge,312,184,1,70,69,drop_low
late,14,1,0,mid,corner,127,171,0,63,251,stick_deadside
mid,7,2,1,mid,edge,44,135,0,97,566,look_for_refresh
late,14,2,0,high,corner,365,186,1,75,330,drop_low
early,5,2,2,mid,corner,329,135,0,53,496,drop_low
late,14,1,0,mid,center,227,335,1,76,574,stabilize_box
mid,8,3,1,mid,center,277,150,0,88,349,drop_low
late,15,3,3,low,edge,385,164,0,3,16,drop_low
mid,10,4,3,low,edge,190,35,0,94,209,drop_low
mid,9,1,1,high,edge,53,49,1,19,43,drop_low
mid,9,1,0,mid,center,183,330,0,45,592,stabilize_box
mid,7,1,0,mid,center,276,191,0,61,394,drop_low
early,4,2,1,mid,center,207,203,0,55,380,stabilize_box
early,1,2,0,low,edge,354,56,0,71,307,drop_low
early,1,5,4,mid,center,311,201,0,76,7,play_frontside
early,2,4,2,mid,center,452,360,0,29,22,play_frontside
late,12,1,0,mid,corner,324,242,1,48,536,stick_deadside
early,2,5,3,mid,corner,427,75,0,72,382,play_frontside
late,13,3,1,low,edge,108,119,0,63,360,drop_low
mid,6,1,0,low,corner,414,237,0,21,298,stick_deadside
early,1,5,3,high,center,219,379,1,57,150,take_height
late,11,1,1,mid,corner,209,108,0,13,163,stick_deadside
mid,10,3,3,mid,edge,491,149,0,27,116,drop_low
mid,8,4,3,low,corner,317,95,0,68,183,drop_low
mid,7,2,0,low,edge,313,134,0,96,131,drop_low
mid,9,2,2,mid,corner,343,279,0,88,367,stabilize_box
early,3,3,3,mid,edge,156,49,0,64,275,play_frontside
late,11,2,0,mid,edge,221,36,0,9,426,drop_low
late,12,1,0,low,corner,397,209,0,74,509,stick_deadside
mid,6,4,3,mid,center,367,216,1,75,328,stabilize_box
early,2,4,4,low,corner,41,276,0,97,390,play_frontside
mid,10,3,2,low,corner,355,258,0,7,271,drop_low
early,3,5,5,mid,edge,165,95,0,11,69,play_frontside
early,4,3,1,low,center,85,365,1,28,457,play_frontside
mid,7,4,4,low,center,451,319,0,94,346,drop_low
mid,8,1,1,mid,corner,211,84,1,72,480,stick_deadside
late,14,1,1,mid,center,434,285,0,27,256,stabilize_box
mid,8,1,0,high,edge,236,164,0,22,385,drop_low
mid,9,1,0,mid,center,298,226,0,42,147,stabilize_box
mid,7,2,2,low,edge,151,166,0,32,527,drop_low
mid,9,1,1,low,edge,113,130,0,14,339,drop_low
mid,10,1,0,high,corner,224,293,1,26,177,stick_deadside
late,15,3,1,mid,corner,475,58,0,55,82,drop_low
early,4,2,0,mid,edge,318,176,0,75,51,drop_low
late,12,2,2,low,center,117,249,0,71,267,drop_low
mid,6,1,0,mid,corner,469,257,0,55,491,stick_deadside
mid,10,4,3,low,corner,307,183,0,45,516,drop_low
mid,10,2,0,mid,center,301,168,1,30,492,drop_low
mid,7,2,1,high,edge,34,62,1,66,448,take_height
late,11,1,1,high,corner,445,298,1,99,257,stick_deadside
late,13,2,1,mid,corner,238,116,0,26,9,drop_low
mid,7,3,2,mid,edge,433,23,0,89,321,drop_low
mid,9,4,3,high,edge,124,127,1,1,372,take_height
mid,9,2,0,mid,center,351,199,1,93,323,drop_low
late,12,1,1,low,edge,463,152,0,24,343,drop_low
early,2,4,2,mid,center,217,336,1,55,257,play_frontside
mid,9,4,3,low,edge,199,189,0,65,148,drop_low
mid,9,4,2,mid,center,224,349,0,25,192,stabilize_box
mid,9,4,4,mid,corner,18,106,0,98,124,look_for_refresh
early,2,2,2,mid,edge,116,33,0,42,204,drop_low
mid,8,1,1,mid,center,236,341,0,44,337,stabilize_box
late,13,2,2,low,edge,230,91,0,69,85,drop_low
early,3,3,2,mid,corner,215,241,0,12,472,play_frontside
early,1,3,2,high,edge,334,94,0,8,407,take_height
late,13,1,0,mid,edge,414,127,0,63,535,drop_low
early,3,5,4,low,corner,190,241,0,78,120,play_frontside
late,14,3,2,high,edge,335,101,0,20,56,take_height
mid,7,2,0,high,center,138,365,0,40,401,drop_low
early,3,3,3,low,edge,296,74,0,73,514,play_frontside
late,14,1,0,low,center,182,157,0,5,362,drop_low
mid,9,2,2,mid,edge,498,183,1,1,33,drop_low
mid,7,4,4,high,center,165,272,1,11,271,take_height
mid,6,1,0,high,corner,393,276,0,4,362,stick_deadside
mid,9,2,1,high,corner,396,74,1,38,444,take_height
early,5,4,4,mid,center,111,344,0,17,470,play_frontside
mid,7,4,4,mid,edge,125,76,0,68,148,drop_low
late,15,1,1,low,center,480,161,0,32,471,drop_low
mid,9,1,0,low,center,177,188,0,5,543,drop_low
mid,6,2,0,mid,corner,13,235,0,22,258,stabilize_box
mid,7,4,4,mid,center,207,269,0,78,269,stabilize_box
late,15,3,1,mid,corner,213,211,0,85,352,stabilize_box
early,3,4,4,mid,edge,405,131,1,82,369,play_frontside
late,11,2,2,low,edge,387,159,0,67,400,drop_low
mid,8,2,1,mid,center,71,312,0,11,25,stabilize_box
early,1,3,3,low,corner,80,163,0,100,512,play_frontside
early,4,2,1,mid,corner,101,296,0,91,332,stabilize_box
early,5,5,4,high,center,483,269,1,25,540,take_height
mid,8,1,1,mid,center,185,246,1,42,105,stabilize_box
mid,8,3,1,high,edge,400,121,1,35,460,take_height
late,15,2,2,low,corner,194,190,0,79,499,drop_low
mid,9,3,3,mid,edge,65,124,0,59,438,look_for_refresh
early,1,3,1,low,center,76,391,0,48,186,play_frontside
mid,7,2,1,mid,corner,406,69,0,85,369,drop_low
mid,9,2,0,high,center,445,394,1,3,144,drop_low
early,1,4,4,mid,corner,72,134,0,24,74,play_frontside
early,3,3,3,high,center,50,344,1,69,500,take_height
early,4,5,3,low,edge,468,56,0,33,91,play_frontside
mid,10,1,0,high,center,240,394,0,88,52,drop_low
mid,8,3,1,low,edge,160,153,0,70,16,drop_low
mid,6,1,0,high,center,184,351,1,47,138,drop_low
late,12,3,1,low,corner,330,90,1,53,189,drop_low
late,14,1,1,low,center,235,200,0,45,527,drop_low
mid,10,4,2,mid,center,424,374,0,71,129,stabilize_box
late,14,1,1,high,center,106,168,1,83,114,drop_low
early,2,2,1,low,corner,237,119,0,57,87,drop_low
early,3,4,3,mid,center,45,249,0,85,226,play_frontside
mid,10,4,2,high,corner,23,235,1,70,124,take_height
early,5,5,5,mid,corner,174,290,0,40,129,play_frontside
mid,6,3,2,low,center,425,247,0,3,345,drop_low
late,11,2,0,mid,corner,190,143,1,49,294,drop_low
early,3,4,3,mid,edge,421,102,0,14,464,play_frontside
early,3,4,2,high,center,202,153,1,20,553,take_height
mid,10,4,4,high,edge,312,197,1,78,140,take_height
late,13,3,1,mid,center,208,308,1,66,448,stabilize_box
mid,10,3,3,high,edge,345,39,0,25,138,take_height
mid,9,1,0,mid,corner,255,57,0,4,504,stick_deadside
early,5,4,4,low,edge,425,81,1,41,455,play_frontside
early,2,5,5,low,center,417,201,0,63,326,play_frontside
late,11,3,2,mid,edge,23,44,1,48,557,look_for_refresh
late,11,2,2,low,center,440,382,0,55,313,drop_low
early,3,2,2,high,corner,88,134,0,97,552,take_height
late,15,1,0,high,center,381,396,1,2,293,drop_low
mid,7,3,3,low,corner,10,140,0,23,580,look_for_refresh
late,12,1,0,mid,center,485,337,1,48,377,stabilize_box
mid,7,3,3,mid,corner,284,210,0,85,301,stabilize_box
mid,6,1,0,high,center,386,220,0,15,287,drop_low
mid,8,1,1,high,edge,323,194,1,51,293,drop_low
mid,7,3,3,mid,center,144,165,0,24,114,drop_low
early,2,3,3,high,edge,475,190,1,20,555,take_height
early,3,4,2,mid,center,342,366,0,56,85,play_frontside
mid,8,4,3,mid,center,124,191,0,38,99,drop_low
mid,10,4,3,low,edge,73,81,0,25,199,look_for_refresh
early,2,4,4,low,edge,283,181,0,86,541,play_frontside
mid,8,2,2,mid,edge,456,27,0,52,512,drop_low
late,12,2,0,low,corner,205,118,0,51,139,drop_low
early,3,2,1,low,center,315,240,0,47,498,drop_low
mid,8,2,2,mid,corner,333,57,0,68,289,drop_low
mid,9,3,3,low,center,100,239,1,80,437,drop_low
late,14,1,0,mid,center,281,245,1,64,529,stabilize_box
early,5,2,2,mid,edge,407,82,0,43,513,drop_low
mid,8,1,1,high,edge,455,94,1,71,184,drop_low
late,13,3,2,mid,center,87,266,0,88,23,stabilize_box
late,11,2,0,low,corner,400,128,0,98,519,drop_low
mid,8,1,1,mid,edge,246,104,0,57,334,drop_low
mid,10,1,1,high,corner,321,64,1,39,492,stick_deadside
mid,10,4,3,high,center,23,227,1,29,565,take_height
late,14,2,1,mid,corner,179,245,0,26,462,stabilize_box
mid,10,1,0,low,center,118,246,0,14,194,drop_low
early,1,2,0,high,edge,335,36,0,64,253,drop_low
late,12,2,2,low,corner,327,107,0,47,209,drop_low
mid,7,2,0,mid,center,52,123,1,20,74,look_for_refresh
mid,10,1,0,mid,corner,322,205,0,7,437,stick_deadside
early,3,5,3,low,edge,367,94,0,82,517,play_frontside
mid,6,2,2,low,edge,484,101,0,74,357,drop_low
mid,8,2,0,low,corner,84,146,0,94,366,look_for_refresh
mid,10,3,1,mid,corner,424,195,0,67,122,drop_low
early,5,3,1,high,center,316,154,0,53,448,take_height
mid,10,2,1,low,corner,250,186,0,65,149,drop_low
late,13,1,0,high,center,332,176,1,30,388,drop_low
early,2,2,0,low,corner,394,151,0,66,345,drop_low
late,11,2,1,mid,corner,89,164,1,15,489,look_for_refresh
mid,8,1,0,low,center,181,184,0,75,547,drop_low
late,13,1,1,high,corner,484,67,1,96,35,stick_deadside
late,15,1,1,high,edge,443,140,0,70,167,drop_low
mid,8,3,2,mid,corner,325,192,0,70,77,drop_low
mid,7,1,1,high,corner,268,256,0,92,377,stick_deadside
late,15,2,0,mid,edge,337,117,0,57,428,drop_low
mid,10,1,1,high,center,123,339,1,25,307,drop_low
mid,9,4,2,mid,edge,345,152,0,23,248,drop_low
mid,9,4,2,high,corner,120,89,1,12,294,take_height
late,13,1,0,mid,center,319,148,0,48,554,drop_low
late,12,3,2,low,edge,11,122,0,10,173,look_for_refresh
late,15,3,3,mid,corner,38,173,0,17,30,look_for_refresh
mid,8,4,4,low,edge,281,51,0,52,163,drop_low
late,12,1,0,mid,center,256,316,1,2,28,stabilize_box
early,4,3,2,mid,center,230,116,0,60,425,play_frontside
mid,10,2,2,mid,center,104,180,0,57,362,drop_low
early,5,3,2,low,center,243,283,0,81,173,play_frontside
mid,10,4,3,low,corner,324,133,0,73,304,drop_low
mid,10,2,0,mid,center,404,170,1,47,326,drop_low
mid,10,4,2,high,corner,252,298,0,71,304,take_height
mid,6,4,2,mid,center,489,296,1,13,587,stabilize_box
mid,9,1,0,mid,edge,33,28,1,74,123,look_for_refresh
mid,10,2,1,mid,center,348,179,1,22,80,drop_low
early,5,5,3,mid,edge,169,52,0,28,421,play_frontside
mid,7,1,0,low,corner,339,74,0,55,393,stick_deadside
early,5,3,3,mid,center,191,186,0,50,259,play_frontside
early,3,5,3,low,edge,250,30,0,78,437,play_frontside
mid,6,4,2,high,center,193,105,1,19,117,take_height
mid,8,4,4,low,center,361,324,0,1,168,drop_low
mid,8,2,2,mid,corner,352,233,0,91,529,stabilize_box
mid,8,4,4,low,center,362,154,0,68,382,drop_low
mid,8,1,1,low,corner,359,282,0,56,364,stick_deadside
late,15,3,2,high,edge,103,129,1,88,11,take_height
mid,9,2,2,low,corner,336,167,1,14,61,drop_low
mid,8,3,3,low,edge,217,187,0,64,386,drop_low
early,3,3,2,mid,center,436,238,0,87,245,play_frontside
mid,6,3,3,low,corner,62,168,0,69,70,look_for_refresh
mid,6,1,1,low,center,379,331,0,84,329,drop_low
mid,8,3,3,high,edge,394,181,0,22,384,take_height
mid,9,3,2,high,edge,103,114,0,44,169,take_height
mid,8,4,2,high,corner,107,225,1,49,232,take_height
mid,8,3,3,high,corner,454,221,1,99,94,take_height
late,15,3,3,mid,corner,127,256,1,36,459,stabilize_box
late,12,3,3,low,corner,299,56,0,69,519,drop_low
mid,9,1,1,high,center,326,355,1,97,594,drop_low
late,11,2,1,high,edge,367,183,1,88,136,take_height
early,3,3,1,high,center,70,188,0,34,591,take_height
early,3,4,4,mid,edge,488,188,0,37,442,play_frontside
early,4,4,4,low,center,261,249,1,89,522,play_frontside
mid,8,2,1,high,center,257,231,1,51,110,take_height
late,12,3,1,mid,corner,273,275,1,37,194,stabilize_box
early,5,3,1,high,edge,63,49,1,25,150,take_height
late,11,2,0,low,edge,190,71,0,86,226,drop_low
early,1,2,2,low,center,157,269,0,5,323,drop_low
late,11,2,2,low,corner,55,115,0,8,260,look_for_refresh
mid,9,4,4,high,corner,127,227,0,53,69,take_height
early,2,3,2,low,corner,102,180,1,27,309,play_frontside
mid,8,3,2,low,center,40,369,0,61,383,look_for_refresh
mid,7,3,2,high,edge,222,87,1,99,485,take_height
mid,9,2,2,low,corner,163,53,0,65,183,drop_low
mid,9,1,1,high,edge,488,123,0,84,559,drop_low
late,13,2,2,mid,center,456,225,1,71,444,stabilize_box
mid,6,1,0,high,center,413,148,1,45,579,drop_low
mid,8,4,3,mid,edge,287,199,1,3,514,drop_low
mid,6,4,3,high,corner,322,69,1,61,395,take_height
mid,9,1,0,high,edge,450,52,1,50,101,drop_low
mid,9,2,0,low,corner,113,185,0,48,141,drop_low
mid,10,4,2,low,center,163,184,0,73,168,drop_low
early,2,3,3,low,edge,282,82,0,47,390,play_frontside
early,3,2,0,mid,edge,354,91,0,14,524,drop_low
mid,8,3,3,high,center,366,263,1,19,487,take_height
early,4,3,3,mid,center,164,247,0,91,555,play_frontside
mid,7,2,1,mid,edge,332,130,1,62,72,drop_low
mid,8,3,1,low,edge,65,46,0,6,329,look_for_refresh
early,4,4,4,high,corner,289,292,1,7,516,take_height
mid,10,3,3,high,edge,34,151,0,90,165,take_height
mid,9,3,1,low,center,379,380,0,13,32,drop_low
late,13,2,2,mid,center,275,333,1,46,185,stabilize_box
mid,6,1,1,low,center,301,362,1,33,140,drop_low
late,12,1,1,mid,center,243,214,0,97,287,stabilize_box
mid,7,2,0,mid,edge,219,98,0,41,495,drop_low
early,4,4,4,low,center,134,296,0,73,363,play_frontside
mid,10,4,3,mid,edge,182,132,0,79,423,drop_low
late,11,3,1,low,corner,127,299,0,69,575,drop_low
mid,10,3,2,mid,edge,410,173,0,29,240,drop_low
late,13,2,1,mid,edge,471,109,1,7,311,drop_low
late,11,2,1,low,center,323,113,0,95,219,drop_low
early,3,3,3,high,center,92,151,1,54,395,take_height
early,2,5,5,mid,center,91,344,1,98,353,play_frontside
mid,9,2,1,mid,edge,32,184,1,11,241,look_for_refresh
mid,9,3,2,low,edge,145,185,0,42,210,drop_low
late,12,2,0,high,corner,315,127,1,83,532,drop_low
late,11,3,2,high,edge,409,32,1,5,96,take_height
mid,6,3,3,low,center,98,210,0,87,357,look_for_refresh
early,5,4,3,low,corner,308,64,0,47,27,play_frontside
late,12,1,0,low,edge,361,118,0,2,294,drop_low
mid,10,2,0,mid,center,378,175,0,43,343,drop_low
late,12,1,0,low,edge,379,184,0,4,354,drop_low
mid,8,4,2,mid,corner,220,196,0,81,76,drop_low
mid,9,2,0,mid,corner,91,137,0,95,231,look_for_refresh
early,2,5,4,mid,center,105,256,1,63,380,play_frontside
mid,10,3,2,mid,corner,55,126,1,59,42,look_for_refresh
mid,7,4,4,mid,edge,442,26,0,30,415,drop_low
mid,7,1,1,mid,corner,369,77,0,2,233,stick_deadside
early,2,4,2,low,center,280,273,0,88,525,play_frontside
mid,8,3,1,low,corner,58,234,0,74,548,look_for_refresh
late,15,1,1,high,corner,158,124,0,92,75,stick_deadside
early,2,5,3,low,edge,84,27,1,43,304,play_frontside
early,1,3,3,mid,corner,230,114,0,96,250,play_frontside
early,4,2,0,high,center,233,382,1,97,404,drop_low
mid,8,1,1,low,edge,15,189,0,18,531,look_for_refresh
mid,7,4,4,mid,center,64,110,1,24,478,look_for_refresh
mid,10,4,2,mid,edge,348,147,0,37,390,drop_low
early,1,4,2,high,corner,473,53,1,30,209,take_height
mid,10,4,2,high,corner,341,279,0,69,466,take_height
mid,7,2,1,mid,edge,24,128,1,59,402,look_for_refresh
mid,7,1,0,low,edge,20,107,0,23,204,look_for_refresh
late,14,3,1,mid,center,392,187,1,30,298,drop_low
early,1,2,0,mid,center,176,341,0,68,572,stabilize_box
mid,8,2,0,mid,center,385,231,0,41,256,stabilize_box
mid,8,2,0,low,corner,83,110,0,51,56,look_for_refresh
mid,10,2,2,low,edge,316,125,0,88,259,drop_low
mid,8,2,1,high,center,174,210,0,67,495,take_height
mid,10,1,0,mid,center,442,307,0,15,466,stabilize_box
late,12,3,2,low,edge,194,40,0,56,43,drop_low
early,2,5,4,mid,corner,97,142,1,65,412,play_frontside
early,2,3,3,high,corner,252,151,1,74,137,take_height
mid,7,2,0,mid,edge,365,60,1,90,340,drop_low
mid,8,2,1,low,edge,74,97,0,55,274,look_for_refresh
mid,6,3,3,low,center,282,314,0,76,345,drop_low
early,2,3,1,low,corner,200,197,0,65,21,play_frontside
early,2,5,3,high,corner,151,294,1,2,154,take_height
late,13,3,2,mid,center,47,388,1,11,535,stabilize_box
early,3,3,3,mid,center,383,324,0,76,501,play_frontside
mid,6,2,2,mid,edge,162,70,0,92,181,drop_low
early,5,2,2,mid,edge,389,137,0,97,507,drop_low
mid,10,1,1,high,edge,46,43,1,42,484,drop_low
early,3,2,0,mid,center,236,302,0,3,3,stabilize_box
mid,10,3,2,low,edge,351,95,0,41,354,drop_low
early,5,2,1,low,center,449,387,0,49,158,drop_low
late,11,3,3,mid,corner,261,162,0,83,583,drop_low
early,5,2,2,high,corner,376,228,0,82,538,take_height
mid,8,3,3,low,center,144,313,0,37,465,drop_low
late,12,3,2,high,edge,20,33,0,92,174,take_height
mid,9,2,0,high,corner,211,219,1,95,498,drop_low
mid,6,3,1,low,corner,343,84,0,7,416,drop_low
mid,10,4,4,low,edge,428,34,0,38,240,drop_low
mid,8,4,2,low,corner,247,231,0,58,202,drop_low
mid,9,4,2,mid,edge,378,196,0,5,322,drop_low
late,11,2,1,low,corner,429,94,1,61,138,drop_low
mid,10,4,4,mid,corner,463,225,0,83,104,stabilize_box
mid,6,3,1,mid,edge,317,155,0,77,320,drop_low
mid,9,1,1,mid,corner,78,135,1,39,402,stick_deadside
mid,9,4,4,low,center,179,124,0,28,120,drop_low
early,5,3,1,mid,corner,80,269,0,57,69,play_frontside
mid,10,2,1,mid,corner,280,226,0,2,62,stabilize_box
late,12,3,1,mid,corner,158,83,0,70,121,drop_low
early,2,4,3,high,corner,91,193,1,79,516,take_height
mid,6,3,1,low,corner,10,60,1,28,405,look_for_refresh
early,3,4,4,high,edge,461,150,1,37,370,take_height
mid,9,1,0,mid,center,404,155,0,89,101,drop_low
early,1,2,1,mid,corner,19,279,0,96,232,stabilize_box
mid,7,1,1,mid,center,438,122,0,55,172,drop_low
late,12,3,1,mid,edge,449,58,0,100,219,drop_low
mid,9,3,2,low,edge,156,23,0,94,332,drop_low
mid,9,1,0,mid,edge,383,49,1,88,248,drop_low
late,14,3,1,mid,edge,307,185,1,82,162,drop_low
late,13,1,0,mid,corner,103,230,0,1,492,stick_deadside
early,4,3,3,low,center,379,214,0,3,307,play_frontside
mid,6,4,2,high,center,306,390,0,71,416,take_height
early,3,2,2,mid,center,391,341,1,97,570,stabilize_box
late,14,2,1,low,center,242,208,0,85,150,drop_low
late,13,3,1,mid,center,157,131,0,14,19,drop_low
mid,7,2,1,high,edge,133,70,1,48,20,take_height
late,13,1,0,high,edge,420,196,1,37,356,drop_low
mid,8,1,0,mid,center,277,161,0,3,14,drop_low
mid,10,4,4,high,edge,257,110,0,49,301,take_height
early,1,3,2,low,corner,471,173,0,56,303,play_frontside
late,14,1,0,mid,corner,391,132,0,89,239,stick_deadside
early,5,2,0,high,center,107,111,0,60,31,drop_low
late,14,2,0,high,center,457,152,1,97,100,drop_low
late,15,1,0,mid,corner,115,181,0,13,463,stick_deadside
mid,10,4,2,high,edge,379,23,0,53,558,take_height
early,2,2,2,low,center,175,183,0,50,407,drop_low
mid,8,4,3,high,center,459,283,0,97,553,take_height
mid,7,4,3,low,corner,122,204,0,93,95,drop_low
mid,10,2,2,low,corner,67,160,0,19,594,look_for_refresh
early,2,4,3,low,edge,489,69,1,26,109,play_frontside
late,15,1,0,mid,center,475,292,0,53,159,stabilize_box
mid,6,1,0,low,edge,379,109,0,57,47,drop_low
mid,10,1,0,low,edge,478,163,0,38,356,drop_low
mid,10,3,2,low,center,375,130,0,9,530,drop_low
mid,8,2,2,low,corner,255,119,0,46,202,drop_low
mid,8,2,2,mid,edge,276,39,1,94,263,drop_low
mid,9,4,3,mid,edge,423,130,1,86,550,drop_low
late,13,1,1,low,center,457,324,0,4,28,drop_low
mid,6,1,1,mid,edge,392,44,0,71,18,drop_low
late,13,3,1,high,edge,348,108,1,82,9,take_height
late,13,3,2,high,center,185,325,0,50,528,take_height
early,2,4,4,low,center,305,352,0,70,318,play_frontside
late,11,3,2,mid,edge,123,84,0,93,40,drop_low
early,1,5,3,low,center,103,358,0,5,473,play_frontside
late,14,2,0,low,corner,259,164,0,70,94,drop_low
mid,6,2,2,low,corner,364,257,0,34,58,drop_low
late,12,1,0,high,corner,77,286,1,98,350,stick_deadside
late,11,2,1,low,corner,158,106,0,65,275,drop_low
late,12,2,0,low,edge,14,38,0,18,539,look_for_refresh
late,11,2,0,low,corner,255,191,0,27,286,drop_low
mid,9,1,0,high,corner,173,256,1,10,45,stick_deadside
early,2,2,2,mid,corner,259,189,1,2,415,drop_low
mid,6,4,3,low,center,484,248,1,83,36,drop_low
early,3,3,3,mid,center,144,200,0,91,306,play_frontside
mid,7,1,0,mid,corner,390,84,0,61,38,stick_deadside
mid,6,2,0,mid,corner,453,202,0,22,239,stabilize_box
late,14,2,2,low,corner,193,127,0,10,586,drop_low
mid,8,2,2,high,center,296,165,0,59,459,take_height
late,15,2,2,low,corner,221,67,0,91,167,drop_low
early,5,4,2,mid,edge,34,38,0,12,213,play_frontside
late,14,2,2,low,center,367,386,0,63,366,drop_low
late,15,2,2,mid,corner,193,188,0,15,321,drop_low
mid,10,2,0,mid,edge,226,56,1,63,305,drop_low
mid,7,3,2,mid,corner,346,116,0,65,182,drop_low
late,15,2,2,low,center,494,254,0,38,83,drop_low
early,2,3,1,high,corner,344,273,1,88,104,take_height
mid,9,1,1,low,center,384,116,0,6,177,drop_low
mid,9,2,2,mid,edge,467,40,0,93,282,drop_low
early,3,2,1,high,edge,171,188,1,6,366,take_height
mid,7,2,0,mid,corner,181,119,0,38,480,drop_low
early,4,2,1,mid,corner,372,252,0,48,236,stabilize_box
early,4,5,4,mid,center,16,312,1,15,445,play_frontside
early,4,3,1,mid,edge,112,111,1,72,329,play_frontside
late,14,2,1,high,edge,316,110,1,29,577,take_height
mid,6,1,1,low,corner,162,90,0,2,67,stick_deadside
late,11,2,0,mid,corner,496,73,0,75,448,drop_low
mid,7,3,1,mid,center,247,212,1,73,288,stabilize_box
mid,10,1,1,mid,corner,421,54,1,16,188,stick_deadside
mid,7,2,2,low,corner,179,70,0,58,405,drop_low
mid,7,2,2,mid,corner,420,55,1,88,362,drop_low
early,2,4,3,high,center,430,233,0,34,155,take_height
mid,9,4,3,high,edge,320,135,1,43,579,take_height
early,2,4,3,mid,edge,496,144,0,24,108,play_frontside
mid,7,4,3,mid,center,303,130,0,25,2,drop_low
mid,7,4,3,high,center,65,190,1,41,43,take_height
early,3,4,3,low,edge,101,72,0,33,129,play_frontside
early,2,2,0,low,corner,171,195,0,43,176,drop_low
late,15,2,0,mid,center,166,178,1,17,90,drop_low
mid,9,2,0,high,center,185,101,1,7,252,drop_low
early,1,2,0,high,corner,81,129,1,59,95,drop_low
late,11,1,0,mid,center,86,205,1,27,481,stabilize_box
early,4,2,0,low,corner,55,78,1,36,345,look_for_refresh
mid,7,1,0,mid,center,302,189,0,19,375,drop_low
late,12,3,1,low,corner,256,100,0,15,56,drop_low
early,1,4,4,low,corner,12,219,0,70,59,play_frontside
early,5,5,3,high,corner,343,85,0,57,400,take_height
early,2,5,5,low,edge,233,24,0,100,90,play_frontside
mid,10,4,4,high,center,480,399,0,69,54,take_height
early,1,5,3,mid,center,258,131,0,53,559,play_frontside
mid,8,1,0,mid,center,224,129,0,69,209,drop_low
early,5,3,2,low,center,86,143,0,2,46,play_frontside
mid,9,4,4,low,corner,498,275,0,18,118,drop_low
late,14,3,2,low,edge,240,58,0,32,217,drop_low
late,14,3,3,high,corner,59,153,1,29,154,take_height
mid,9,3,2,high,corner,158,55,0,49,512,take_height
mid,8,1,0,mid,edge,116,158,1,84,530,drop_low
mid,10,4,3,low,corner,441,85,0,83,305,drop_low
mid,9,2,1,high,corner,195,261,0,80,193,take_height
